id,rating,genre,theater_date,box_office,runtime,studio
1986,PG,Art House and International|Comedy|Drama,"Aug 30, 2002",794306.0,97 minutes,
1265,PG-13,Comedy|Drama,"Apr 20, 2012",793352.0,103 minutes,Sony Pictures Classics
1931,PG-13,Drama,"Sep 29, 2017",766428.0,,Sony Pictures Classics
1113,R,Comedy|Drama,"Aug 6, 2010",723714.0,112 minutes,Paramount Pictures
1231,R,Mystery and Suspense|Science Fiction and Fantasy|Western,"Jun 13, 2014",709133.0,103 minutes,A24 Films
1553,NR,Action and Adventure|Drama|Mystery and Suspense|Romance,,707672.0,161 minutes,Reliance Entertainment
833,PG-13,Action and Adventure|Comedy|Drama,"Jul 31, 2008",700000.0,90 minutes,
3,R,Drama|Science Fiction and Fantasy,"Aug 17, 2012",600000.0,108 minutes,Entertainment One
1081,R,Action and Adventure|Art House and International|Classics|Drama|Romance,"May 28, 2010",600000.0,126 minutes,Newmarket Films
596,G,Documentary|Special Interest,"Aug 17, 2007",598103.0,86 minutes,Paramount Vantage
1492,PG-13,Comedy,"Aug 8, 2008",586242.0,89 minutes,Roadside Attractions
1975,NR,Drama|Romance,"Jul 3, 2013",581813.0,142 minutes,
1693,PG-13,Drama,"Sep 26, 2008",549351.0,109 minutes,Crane Movie Company
1236,R,Drama,"Oct 21, 2016",541457.0,126 minutes,Lakeshore Entertainment
643,PG-13,Comedy,"Jul 28, 2017",529426.0,97 minutes,Sony Pictures Classics
952,R,Drama,"Jun 26, 2009",519730.0,114 minutes,Roadside Attractions
486,NR,Comedy|Drama,"Apr 6, 2012",480926.0,104 minutes,IFC Films
1112,PG,Drama,"Jul 8, 2016",466986.0,128 minutes,Sony Pictures Classics
846,PG-13,Drama,"Apr 17, 2009",465786.0,113 minutes,Samuel Goldwyn Films
1591,NR,Art House and International|Drama|Romance,"Feb 5, 2010",463914.0,91 minutes,Regent Releasing
873,R,Comedy,"Jul 30, 2010",453079.0,108 minutes,Magnolia Pictures
423,NR,Documentary|Musical and Performing Arts,"Feb 1, 2013",419361.0,108 minutes,Variance Films
1822,PG-13,Art House and International|Documentary,"Jul 8, 2011",410077.0,99 minutes,Roadside Attractions
1084,R,Drama,"May 9, 2014",406235.0,100 minutes,Tribeca Film
367,PG-13,Drama,"May 8, 2015",347321.0,100 minutes,Aspiration Media
1334,PG-13,Comedy|Romance,"Dec 9, 2016",320676.0,104 minutes,
40,R,Drama,"Sep 19, 2003",312136.0,95 minutes,
337,R,Art House and International|Drama|Special Interest,"Dec 21, 2011",308164.0,142 minutes,Wrekin Hill Entertainment
961,R,Comedy|Drama,"May 24, 2002",301194.0,91 minutes,United Artists Pictures/MGM
685,R,Comedy|Romance,"Sep 17, 2010",300000.0,91 minutes,Fox Searchlight
483,NR,Art House and International|Drama,"Aug 19, 2016",292923.0,91 minutes,
1215,NR,Mystery and Suspense,,262586.0,120 minutes,
1143,PG,Drama,"Dec 3, 2004",252018.0,95 minutes,Lions Gate Films
1606,R,Art House and International|Drama,"May 21, 2007",241672.0,84 minutes,IFC First Take
779,R,Art House and International|Comedy|Drama,"Oct 19, 2007",231512.0,91 minutes,Lionsgate Films/After Dark Films
13,R,Drama,"Apr 27, 2006",224114.0,123 minutes,Sony Pictures Classics
41,R,Drama,"May 16, 2003",201010.0,106 minutes,Lions Gate Films
331,PG-13,Documentary|Musical and Performing Arts,"Jul 10, 2009",200000.0,93 minutes,Sony Pictures Classics
313,R,Drama,"Aug 16, 2013",200000.0,105 minutes,IFC Films
738,R,Art House and International|Horror|Mystery and Suspense,"Aug 17, 2012",175088.0,107 minutes,Cohen Media Group
285,R,Comedy,"Mar 2, 2012",145778.0,94 minutes,Magnolia Pictures
477,R,Art House and International|Documentary|Drama|Special Interest,"Oct 8, 2003",140901.0,133 minutes,
14,R,Drama,"Jun 30, 2010",134904.0,117 minutes,
1839,PG,Documentary,"May 26, 2017",118253.0,111 minutes,
1161,R,Action and Adventure|Art House and International|Drama|Mystery and Suspense,"Apr 1, 2005",116783.0,105 minutes,ThinkFilm Inc.
1486,NR,Art House and International|Drama|Mystery and Suspense|Romance,"Jun 24, 1958",109257.0,92 minutes,
964,NR,Documentary|Special Interest,"May 11, 2012",104286.0,70 minutes,Magnolia Pictures
1680,R,Drama,"Nov 13, 2015",101368.0,85 minutes,The Film Arcade
250,R,Art House and International|Drama|Horror|Mystery and Suspense|Science Fiction and Fantasy,"Jun 28, 2013",84293.0,118 minutes,IFC Films
1898,R,Action and Adventure|Art House and International|Drama,"Sep 4, 2015",72413.0,103 minutes,
1268,R,Comedy,"Nov 2, 2012",63595.0,91 minutes,The Weinstein Company
1985,R,Horror|Mystery and Suspense,"Jun 1, 2007",59371.0,98 minutes,IDP Distribution
806,R,Comedy|Drama,"Jun 23, 2006",39712.0,88 minutes,First Independent Pictures
1122,R,Drama,"Sep 6, 2013",35966.0,90 minutes,Magnolia Pictures
858,R,Drama,"Sep 24, 2003",25658.0,93 minutes,Indican Pictures
623,R,Art House and International|Drama|Mystery and Suspense,"Apr 6, 2012",22099.0,93 minutes,Monterey Media
1747,R,Drama|Mystery and Suspense,"Feb 18, 2011",16632.0,81 minutes,Phase 4 Films
1639,NR,Art House and International|Drama,"Aug 26, 2011",8856.0,95 minutes,First Run Features
884,R,Action and Adventure|Comedy|Drama,"Dec 25, 1974",8300.0,114 minutes,Warner Bros. Pictures
895,NR,Drama|Horror|Mystery and Suspense,"Nov 22, 2013",3328.0,84 minutes,IFC Films
469,PG-13,Documentary|Musical and Performing Arts|Special Interest,"Jul 30, 2010",2367.0,88 minutes,Magnolia Pictures
1260,NR,Documentary|Special Interest|Television,"Aug 28, 2009",363.0,84 minutes,Lorber Films
1,R,Action and Adventure|Classics|Drama,"Oct 9, 1971",,104 minutes,
5,R,Drama|Musical and Performing Arts,"Sep 13, 1996",,116 minutes,
6,R,Drama|Mystery and Suspense,"Dec 9, 1994",,128 minutes,
7,NR,Drama|Romance,,,200 minutes,
8,PG,Drama|Kids and Family,"Mar 3, 2000",,95 minutes,Warner Bros. Pictures
15,PG-13,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,"Jun 9, 1995",,108 minutes,
17,,,,,,
18,NR,Documentary,,,,Showtime Documentary Films
19,NR,Documentary|Special Interest,"Aug 23, 2002",,90 minutes,Seventh Art Releasing
20,PG-13,Classics|Comedy|Drama,"Dec 22, 1968",,97 minutes,
21,R,Comedy,"Jan 31, 1997",,106 minutes,
24,PG,Action and Adventure|Comedy|Drama,"Nov 6, 1987",,98 minutes,
27,NR,Musical and Performing Arts,,,,
28,G,Classics|Comedy|Musical and Performing Arts|Romance,"Jun 15, 1966",,90 minutes,
29,PG,Action and Adventure|Drama|Science Fiction and Fantasy,"Apr 1, 1981",,101 minutes,
33,R,Action and Adventure|Drama|Mystery and Suspense,"Nov 1, 1996",,114 minutes,
34,PG-13,Action and Adventure|Mystery and Suspense,"Dec 31, 2000",,123 minutes,Paramount Pictures
35,R,Drama,"Jul 30, 1999",,110 minutes,
38,R,Art House and International|Classics|Horror|Mystery and Suspense,"Dec 23, 1970",,96 minutes,
39,R,Horror,"Apr 20, 2007",,97 minutes,After Dark Films/Freestyle Releasing
42,G,Action and Adventure|Classics|Drama|Mystery and Suspense,,,65 minutes,
43,NR,Classics|Comedy|Musical and Performing Arts,,,75 minutes,
44,R,Comedy,"Mar 11, 2003",,82 minutes,Regent Releasing
45,PG,Comedy|Kids and Family,,,92 minutes,
46,R,Comedy|Musical and Performing Arts,"Aug 13, 1997",,91 minutes,
48,NR,Action and Adventure|Drama|Western,,,73 minutes,
49,R,Action and Adventure|Comedy|Mystery and Suspense,,,100 minutes,
50,R,Action and Adventure|Drama,,,99 minutes,
51,NR,Mystery and Suspense,"Oct 26, 1967",,108 minutes,
52,PG,Comedy|Drama|Romance,"Apr 21, 1995",,103 minutes,
53,PG,Drama|Romance,,,112 minutes,
54,NR,Comedy|Drama,"Nov 15, 2013",,142 minutes,Janus Films
55,NR,Action and Adventure|Science Fiction and Fantasy,,,99 minutes,
56,R,Drama,"Oct 6, 1995",,119 minutes,
58,PG,Comedy|Romance,"Jan 27, 1984",,86 minutes,
59,NR,Art House and International|Drama,,,91 minutes,
60,R,Horror,"Jan 1, 1987",,95 minutes,
63,R,Action and Adventure|Drama|Mystery and Suspense,"Mar 26, 1997",,111 minutes,
64,PG-13,Comedy,"Aug 21, 1998",,86 minutes,
67,R,Horror,"Jan 17, 2014",,89 minutes,20th Century Fox
68,NR,Classics|Drama,"Sep 21, 1940",,106 minutes,
69,R,Comedy,,,74 minutes,
70,PG,Action and Adventure,"Jun 12, 1981",,115 minutes,Paramount Pictures
71,PG,Comedy,"May 14, 1986",,107 minutes,
72,R,Action and Adventure|Classics|Drama,"Apr 6, 1965",,165 minutes,
74,R,Comedy|Drama,,,104 minutes,
79,R,Action and Adventure|Drama|Mystery and Suspense,"May 19, 1995",,98 minutes,
80,NR,Action and Adventure|Art House and International|Drama,"Dec 3, 1987",,110 minutes,
82,R,Comedy|Mystery and Suspense|Science Fiction and Fantasy|Romance,"Jan 19, 2001",,113 minutes,Newmarket Film Group
83,G,Comedy|Drama|Kids and Family|Romance,,,89 minutes,
84,NR,Drama,,,186 minutes,
85,NR,Drama,,,92 minutes,
86,NR,Drama|Mystery and Suspense,,,67 minutes,
88,R,Comedy|Romance,"Jul 24, 1998",,92 minutes,
89,NR,Comedy|Musical and Performing Arts,,,123 minutes,
90,NR,Drama|Musical and Performing Arts|Romance,,,96 minutes,
92,NR,Art House and International|Classics|Horror,"Jan 1, 1966",,90 minutes,
93,R,Classics|Comedy|Drama|Romance,"Nov 3, 1939",,110 minutes,
94,R,Art House and International|Drama|Mystery and Suspense|Television,"Jun 23, 2001",,90 minutes,
96,R,Comedy|Drama,,,118 minutes,
98,NR,Comedy|Drama,,,104 minutes,
100,NR,Comedy|Drama,,,108 minutes,
101,R,Comedy|Drama|Television,"Jul 11, 1992",,90 minutes,
102,PG-13,Drama|Mystery and Suspense,,,101 minutes,Fox
104,NR,Action and Adventure|Mystery and Suspense,,,90 minutes,
105,NR,Animation|Kids and Family|Special Interest,,,60 minutes,
106,R,Comedy,"Jun 6, 2006",,95 minutes,Screen Media Films
109,NR,Comedy|Drama,,,55 minutes,
110,PG,Classics|Comedy|Drama|Kids and Family|Science Fiction and Fantasy,"Dec 25, 1946",,135 minutes,
111,R,Drama|Mystery and Suspense,"Nov 29, 2001",,101 minutes,
115,G,Animation|Comedy|Kids and Family|Science Fiction and Fantasy,"Nov 24, 1999",,92 minutes,Buena Vista Pictures
116,R,Art House and International|Comedy|Drama,"Sep 10, 1989",,97 minutes,
118,PG,Comedy|Science Fiction and Fantasy,"Dec 25, 1999",,102 minutes,DreamWorks SKG
119,R,Action and Adventure|Drama|Mystery and Suspense,"Aug 7, 1998",,107 minutes,
120,PG,Comedy|Romance,,,109 minutes,
121,PG-13,Comedy|Romance,"Jul 30, 1993",,93 minutes,
123,NR,Classics|Comedy|Special Interest,"Mar 31, 1968",,99 minutes,
126,NR,Action and Adventure|Art House and International|Comedy,"Aug 17, 1984",,98 minutes,
127,R,Drama|Horror|Mystery and Suspense,"Nov 2, 1990",,113 minutes,
128,NR,Art House and International,,,120 minutes,
130,NR,Art House and International|Comedy|Drama,"Jan 9, 2008",,128 minutes,New Yorker Films
131,R,Action and Adventure|Comedy,"Aug 24, 2018",,,STXfilms
133,R,Action and Adventure|Animation|Drama|Science Fiction and Fantasy|Special Interest,"Apr 4, 2003",,114 minutes,Destination Films
134,R,Drama|Horror|Mystery and Suspense,"Jan 1, 1973",,98 minutes,
135,R,Action and Adventure|Animation|Art House and International|Drama|Science Fiction and Fantasy,"Jan 1, 2001",,106 minutes,Miramax
137,NR,Art House and International|Drama,,,70 minutes,
138,PG-13,Drama|Romance,"Mar 1, 1996",,124 minutes,
140,PG,Drama,"Sep 13, 1978",,93 minutes,
142,NR,Comedy|Musical and Performing Arts,,,100 minutes,
144,NR,Classics|Comedy|Romance,"Oct 21, 1937",,90 minutes,
145,R,Comedy,"Apr 18, 1997",,95 minutes,
146,PG-13,Action and Adventure|Art House and International|Drama|Mystery and Suspense,"Feb 14, 1990",,100 minutes,
147,PG,Comedy,"Dec 21, 1984",,96 minutes,
148,NR,Action and Adventure|Science Fiction and Fantasy,,,93 minutes,Arrowstorm Entertainment
149,NR,Action and Adventure|Art House and International|Comedy,"Jan 28, 1986",,104 minutes,
150,NR,Classics|Drama|Mystery and Suspense|Science Fiction and Fantasy|Romance,"Oct 15, 1951",,123 minutes,
151,R,Action and Adventure|Drama|Horror|Mystery and Suspense,"Aug 24, 2010",,104 minutes,Inception Media Group
152,R,Comedy|Romance,"Mar 10, 1995",,105 minutes,
157,NR,Classics|Western|Romance,"Oct 1, 1958",,100 minutes,
161,NR,Art House and International|Drama|Mystery and Suspense,,,80 minutes,
162,PG,Comedy|Kids and Family|Science Fiction and Fantasy,"Jul 24, 1992",,87 minutes,
163,NR,Drama|Television,"Mar 3, 1996",,167 minutes,
164,NR,Drama,,,93 minutes,
167,,,,,,
169,NR,Classics|Drama|Faith and Spirituality,"Jan 21, 1943",,106 minutes,
170,R,Drama,,,135 minutes,Warner Bros. Pictures
171,NR,Classics|Comedy,"Jan 1, 1945",,90 minutes,
174,NR,Comedy|Romance,,,103 minutes,
177,NR,Art House and International|Horror,"Jan 29, 2011",,77 minutes,IFC Films
180,R,Drama|Mystery and Suspense,"Jun 1, 1992",,99 minutes,
181,R,Drama|Romance,"Sep 28, 1994",,119 minutes,
183,NR,Classics|Drama|Musical and Performing Arts,"Sep 4, 1942",,98 minutes,
184,NR,Action and Adventure|Drama|Mystery and Suspense,,,81 minutes,
186,PG,Action and Adventure|Comedy|Drama|Musical and Performing Arts|Romance,"Oct 18, 1991",,91 minutes,
187,G,Action and Adventure|Kids and Family|Science Fiction and Fantasy,"Dec 8, 1988",,101 minutes,
189,NR,Drama|Horror|Mystery and Suspense|Television,"Sep 29, 1996",,94 minutes,
192,R,Art House and International|Comedy|Drama|Romance,"Jul 29, 1983",,95 minutes,
193,R,Art House and International|Drama,,,104 minutes,
194,NR,Classics|Comedy|Drama|Kids and Family,"Mar 27, 1963",,117 minutes,
195,PG-13,Action and Adventure|Drama|Mystery and Suspense,"Apr 30, 1999",,113 minutes,Twentieth Century Fox Home Entertainment
197,R,Action and Adventure|Art House and International|Drama,"Jun 1, 1980",,104 minutes,
199,NR,Drama,"Jan 13, 2017",,93 minutes,
200,G,Classics|Comedy|Drama|Musical and Performing Arts,"May 3, 1944",,126 minutes,
201,R,Drama|Mystery and Suspense,"Jan 1, 1994",,110 minutes,
204,PG-13,Action and Adventure|Art House and International|Comedy,"Dec 14, 1985",,90 minutes,
205,NR,Art House and International|Classics|Horror|Science Fiction and Fantasy,"Mar 4, 1922",,63 minutes,
206,R,Horror|Science Fiction and Fantasy,"May 6, 1994",,91 minutes,
212,PG-13,Comedy,"Apr 3, 2009",,79 minutes,
213,NR,Classics|Drama|Musical and Performing Arts,"Dec 31, 1950",,98 minutes,
214,NR,Drama|Mystery and Suspense,,,65 minutes,
216,NR,Classics|Comedy,"Feb 9, 1933",,65 minutes,
219,PG,Action and Adventure|Art House and International|Classics|Drama,"Jun 21, 1966",,156 minutes,
221,PG,Classics|Drama,"Jun 1, 1957",,147 minutes,
222,G,Action and Adventure|Classics|Comedy|Musical and Performing Arts|Romance,"Jan 1, 1962",,124 minutes,
223,NR,Documentary|Musical and Performing Arts,"Jul 2, 1994",,54 minutes,
224,G,Classics|Drama,"Oct 15, 1965",,113 minutes,
225,NR,Drama|Television,"Apr 6, 1997",,93 minutes,
226,R,Action and Adventure|Horror,"Oct 16, 1998",,89 minutes,
229,NR,Comedy,"Oct 11, 1957",,85 minutes,
232,PG,Action and Adventure|Drama|Science Fiction and Fantasy,"Nov 18, 1994",,117 minutes,
233,PG-13,Comedy|Horror,"Jan 19, 1990",,96 minutes,
235,R,Action and Adventure|Classics|Drama,"May 5, 2000",,171 minutes,Dreamworks Distribution LLC
236,NR,Classics|Western,"May 10, 1934",,59 minutes,
237,NR,Action and Adventure|Drama|Science Fiction and Fantasy|Television,"May 12, 1996",,85 minutes,
238,R,Art House and International|Comedy|Drama|Musical and Performing Arts,"Jan 30, 2007",,120 minutes,Cult Epics
239,PG,Comedy|Horror,,,80 minutes,
240,NR,Classics|Comedy|Musical and Performing Arts|Romance,"Mar 22, 1932",,80 minutes,
242,R,Drama|Mystery and Suspense,"Nov 10, 1999",,100 minutes,20th Century Fox
246,PG-13,Action and Adventure|Art House and International|Comedy,"Feb 9, 1980",,93 minutes,
247,NR,Art House and International|Drama|Romance,,,93 minutes,
248,R,Drama|Mystery and Suspense,"Sep 10, 1999",,94 minutes,
252,R,Horror|Mystery and Suspense,"Apr 6, 1990",,90 minutes,
254,PG,Classics|Drama|Mystery and Suspense|Science Fiction and Fantasy,"May 9, 1973",,97 minutes,
255,R,Horror,"Aug 19, 1988",,93 minutes,
256,R,Horror|Mystery and Suspense,"Aug 30, 1991",,90 minutes,
258,NR,Art House and International|Drama,,,,
259,NR,Drama|Horror|Mystery and Suspense,,,93 minutes,
261,NR,Classics|Comedy|Drama|Musical and Performing Arts,"Sep 2, 1950",,98 minutes,
264,R,Drama|Mystery and Suspense,"Feb 8, 1991",,99 minutes,
265,NR,Special Interest|Sports and Fitness,,,,
269,R,Horror|Mystery and Suspense|Science Fiction and Fantasy,"Aug 27, 1999",,110 minutes,New Line Home Entertainment
270,R,Comedy|Horror|Musical and Performing Arts,"May 5, 1983",,91 minutes,
271,R,Drama,"Nov 25, 2005",,110 minutes,Laemmle/Zeller Films
272,PG,Drama,,,107 minutes,
273,PG,Action and Adventure|Drama|Kids and Family,"Jan 1, 1994",,94 minutes,
275,NR,Action and Adventure|Art House and International|Comedy,"Dec 31, 1991",,101 minutes,
276,R,Comedy,"Dec 14, 1979",,99 minutes,
277,NR,Classics|Drama,"Jan 1, 1966",,128 minutes,
278,R,Comedy,,,96 minutes,
279,R,Drama|Science Fiction and Fantasy|Romance,"Nov 16, 1994",,98 minutes,
280,NR,Art House and International,,,89 minutes,
282,NR,Horror,"Jul 8, 2009",,98 minutes,IFC Films
283,NR,Mystery and Suspense,"Jul 1, 2016",,81 minutes,
284,PG,Action and Adventure|Comedy|Mystery and Suspense,"Mar 1, 1980",,94 minutes,
286,PG-13,Action and Adventure|Documentary|Science Fiction and Fantasy|Special Interest|Western,"Apr 1, 1994",,93 minutes,
287,NR,Classics|Drama,"Dec 31, 1960",,85 minutes,
288,NR,Art House and International|Mystery and Suspense,,,130 minutes,
289,NR,,,,95 minutes,
292,R,Action and Adventure|Art House and International|Drama|Faith and Spirituality,"Sep 5, 1991",,101 minutes,
293,NR,Classics|Horror,"Mar 18, 1964",,87 minutes,
295,PG-13,Drama,"Oct 27, 1989",,100 minutes,
296,PG,Action and Adventure|Classics|Comedy|Drama,"Jun 23, 1970",,143 minutes,
298,NR,Drama|Mystery and Suspense,,,104 minutes,
302,R,Action and Adventure|Drama|Mystery and Suspense,"Jul 30, 1993",,129 minutes,
303,NR,Action and Adventure|Drama|Horror|Mystery and Suspense,,,100 minutes,
305,R,Drama|Science Fiction and Fantasy,"Jun 25, 1982",,114 minutes,
306,NR,Classics|Horror|Mystery and Suspense|Science Fiction and Fantasy,"Nov 5, 1956",,90 minutes,
308,NR,Horror,,,75 minutes,
309,NR,Classics|Documentary|Drama|Romance,"Jul 29, 1965",,52 minutes,
310,PG,Action and Adventure|Western,"Nov 23, 1979",,111 minutes,
311,PG-13,Art House and International|Drama,"Jan 1, 1993",,120 minutes,
312,R,Art House and International|Drama,,,132 minutes,
314,PG,Comedy|Kids and Family,"Jun 5, 1987",,111 minutes,
317,NR,Art House and International|Comedy|Drama|Mystery and Suspense,,,129 minutes,
320,R,Horror,,,88 minutes,
323,G,Action and Adventure|Western,"Jan 1, 1967",,111 minutes,
327,NR,,,,13 minutes,
328,NR,Action and Adventure|Classics|Drama|Mystery and Suspense,"Nov 4, 1964",,83 minutes,
329,PG-13,Musical and Performing Arts|Special Interest,,,105 minutes,NCM/Fathom
332,G,Action and Adventure|Art House and International,"Apr 30, 1999",,155 minutes,
333,R,Drama,"Dec 23, 1968",,103 minutes,
334,R,Comedy|Drama,"Sep 28, 1994",,124 minutes,
335,NR,Drama|Mystery and Suspense,,,101 minutes,
336,NR,Drama,,,89 minutes,
346,PG-13,Drama|Romance,"Aug 11, 2000",,103 minutes,MGM
348,NR,Classics|Comedy,"Jan 1, 1956",,95 minutes,
349,G,Kids and Family|Science Fiction and Fantasy,"Jun 1, 1998",,83 minutes,
350,NR,Classics|Horror|Science Fiction and Fantasy,"Jun 13, 1953",,80 minutes,
352,PG,Drama|Romance,"Jun 1, 1995",,87 minutes,
353,NR,Art House and International|Comedy|Drama,"May 14, 2010",,90 minutes,Independant Pictures
354,NR,Classics|Comedy|Musical and Performing Arts,"Mar 4, 1943",,95 minutes,
359,PG,Action and Adventure|Drama,"May 28, 1982",,99 minutes,MGM
361,NR,Drama|Special Interest,,,7 minutes,
363,NR,Horror,"Jan 12, 1966",,90 minutes,
364,PG-13,Comedy|Horror,"Nov 19, 1993",,94 minutes,
365,R,Classics|Drama,,,105 minutes,
366,PG,Drama,"Sep 11, 1998",,98 minutes,
368,G,Art House and International|Drama,"Nov 3, 1953",,134 minutes,
369,R,Action and Adventure|Mystery and Suspense,"Apr 1, 1989",,97 minutes,
370,PG-13,Drama|Romance,"Nov 17, 2000",,106 minutes,
372,NR,Comedy,,,93 minutes,
373,R,Action and Adventure|Comedy|Drama|Mystery and Suspense,"Jan 1, 2002",,87 minutes,
374,NR,Comedy|Musical and Performing Arts,,,117 minutes,
375,R,Comedy|Kids and Family|Television,"Jul 20, 2007",,86 minutes,
376,PG-13,Comedy|Drama,"Feb 18, 2000",,95 minutes,Sony Pictures Home Entertainment
379,R,Action and Adventure|Art House and International,"Apr 16, 2003",,108 minutes,Kino International
380,NR,Art House and International|Drama,"Mar 15, 2002",,83 minutes,
384,NR,Classics|Comedy|Romance,"Jan 19, 1942",,114 minutes,
385,NR,Action and Adventure|Drama|Mystery and Suspense,,,93 minutes,
386,PG,Action and Adventure|Classics|Horror,"Jun 27, 1973",,95 minutes,
387,NR,Action and Adventure|Classics|Western|Romance,"Apr 10, 1968",,109 minutes,
388,G,Classics|Drama,"Jan 1, 1947",,94 minutes,Criterion Collection
390,PG-13,Action and Adventure|Science Fiction and Fantasy,"May 25, 2010",,94 minutes,
391,PG,Comedy|Drama,,,102 minutes,
392,R,Drama,"May 3, 1995",,125 minutes,
393,PG,Classics|Drama,"Jul 7, 1960",,146 minutes,
394,PG-13,Drama,"Mar 16, 2018",,109 minutes,20th Century Fox
396,R,Art House and International|Comedy|Drama,"Oct 22, 1986",,113 minutes,
397,PG,Classics|Drama,"Sep 19, 1951",,122 minutes,
398,R,Comedy|Drama|Mystery and Suspense,"Sep 20, 2002",,103 minutes,USA Films
400,PG-13,Action and Adventure,"Feb 7, 1997",,109 minutes,
401,R,Drama,"Dec 15, 1993",,196 minutes,Universal Pictures
402,NR,Comedy|Drama,,,127 minutes,Corridor
403,NR,Comedy|Science Fiction and Fantasy,,,75 minutes,
404,PG,Horror,,,103 minutes,
406,PG,Action and Adventure|Art House and International|Drama|Kids and Family|Science Fiction and Fantasy,"Jul 1, 1987",,95 minutes,
408,PG,Action and Adventure|Drama|Mystery and Suspense,,,99 minutes,
409,R,Comedy,"Jan 11, 2013",,98 minutes,Phase 4 Films
411,NR,Classics|Drama|Mystery and Suspense,"Jul 24, 1948",,78 minutes,
412,R,Comedy|Science Fiction and Fantasy,"Jun 6, 1980",,95 minutes,
413,NR,Action and Adventure|Art House and International|Science Fiction and Fantasy,,,100 minutes,
414,PG-13,Art House and International|Comedy,,,87 minutes,
415,PG,Art House and International|Drama,"Feb 12, 1982",,98 minutes,
417,R,Art House and International|Drama,"Jan 16, 1998",,120 minutes,Goldwyn Films
419,PG-13,Mystery and Suspense|Science Fiction and Fantasy,"Aug 3, 2018",,105 minutes,20th Century Fox
420,NR,Classics|Drama|Musical and Performing Arts|Mystery and Suspense,"Jul 31, 1955",,95 minutes,
421,NR,Art House and International|Comedy|Drama,,,158 minutes,
422,R,Comedy,,,95 minutes,
425,PG-13,Comedy,"Nov 7, 1997",,92 minutes,
426,NR,Action and Adventure|Classics|Drama|Western,"Dec 29, 1948",,60 minutes,
428,PG-13,Action and Adventure|Drama,"Nov 16, 1990",,105 minutes,Twentieth Century Fox Home Entertainment
430,PG,Drama|Science Fiction and Fantasy,,,88 minutes,
435,NR,Art House and International|Comedy,"Jan 1, 1977",,91 minutes,
436,NR,Mystery and Suspense,"Sep 10, 2010",,90 minutes,Vanguard Cinema
437,PG,Action and Adventure|Art House and International,,,105 minutes,MVD Entertainment Group
438,R,Action and Adventure,"Apr 4, 1981",,100 minutes,
439,NR,Art House and International|Comedy|Drama,"Jan 12, 1977",,108 minutes,
440,R,Classics|Drama,"Sep 11, 1968",,120 minutes,
442,R,Action and Adventure|Horror|Science Fiction and Fantasy,"Jun 21, 1985",,100 minutes,
444,PG-13,Drama|Romance,,,116 minutes,
445,R,Comedy|Drama|Mystery and Suspense,"Apr 19, 1991",,102 minutes,
446,NR,Action and Adventure,"Jul 4, 1941",,69 minutes,
447,R,Drama,"Jun 13, 1971",,95 minutes,
448,NR,Action and Adventure|Classics|Comedy|Drama,"Dec 10, 1964",,116 minutes,
450,PG,Comedy|Drama|Science Fiction and Fantasy|Romance,,,98 minutes,
451,R,Drama|Mystery and Suspense,"Nov 4, 1994",,89 minutes,
455,NR,Drama,,,129 minutes,
457,R,Drama|Horror|Mystery and Suspense,"Mar 27, 1981",,85 minutes,
459,NR,Art House and International|Comedy|Drama,,,95 minutes,
460,R,Comedy|Drama,"Sep 10, 1991",,115 minutes,
461,PG,Action and Adventure|Comedy,"May 28, 1999",,90 minutes,
462,R,Horror,"Nov 13, 1998",,100 minutes,
466,R,Mystery and Suspense|Romance,"Jan 1, 1971",,102 minutes,
470,PG-13,Action and Adventure,"Jan 17, 1986",,117 minutes,
471,R,Comedy|Drama|Mystery and Suspense,"Apr 16, 1998",,115 minutes,
472,NR,Drama|Kids and Family,,,95 minutes,
473,NR,Art House and International|Drama|Romance,"Apr 9, 1986",,121 minutes,
474,NR,Art House and International|Drama,,,90 minutes,
475,NR,Action and Adventure|Western|Romance,"Jul 17, 1946",,91 minutes,
476,R,Art House and International|Drama,,,110 minutes,
478,R,Art House and International|Cult Movies|Drama,"Dec 31, 1976",,110 minutes,
479,R,Comedy|Drama,"Jul 14, 2000",,105 minutes,
484,NR,Comedy|Drama,,,100 minutes,
487,PG,Drama,"Dec 9, 1987",,153 minutes,
489,R,Comedy,"Apr 11, 1990",,91 minutes,
492,NR,Action and Adventure,,,110 minutes,
493,R,Drama|Horror|Mystery and Suspense,"Nov 16, 1984",,103 minutes,
494,G,Animation|Drama|Kids and Family|Science Fiction and Fantasy,"Jan 1, 1988",,87 minutes,
495,PG,Comedy|Drama,,,98 minutes,
496,NR,Action and Adventure|Science Fiction and Fantasy,,,93 minutes,
497,PG-13,Comedy|Drama|Romance,"Dec 25, 1985",,108 minutes,
499,R,Comedy,,,96 minutes,
500,NR,Art House and International|Drama|Mystery and Suspense,"Jul 23, 2002",,88 minutes,
502,NR,Horror,"Jun 21, 2009",,76 minutes,Revolver Entertainment
503,R,Art House and International|Classics|Drama|Horror|Science Fiction and Fantasy,"Jun 7, 1970",,95 minutes,
507,R,Art House and International|Drama|Musical and Performing Arts,"Feb 28, 1992",,85 minutes,
508,R,Drama|Horror|Mystery and Suspense,"Jan 19, 1996",,107 minutes,
509,NR,Classics|Drama|Romance,"Jan 1, 1946",,146 minutes,
